ligand_id,label,selection_role,EGFR_9KL4_aligned,EGFR_7KXZ_aligned,EGFR_9FRD_aligned,EGFR_4I23_aligned,EGFR_3W2S_aligned,EGFR_5CAV_aligned,EGFR_3W32_aligned,EGFR_8F1Z_aligned,EGFR_3POZ_aligned,EGFR_7U9A_aligned,EGFR_3W33_aligned,EGFR_9QXN_aligned
EGFR_decoy_L026647,decoy,development_train,-8.951,-9.089,-9.331,-8.085,-9.938,-7.977,-10.085,-9.295,-10.338,-8.933,-10.599,-9.616
EGFR_decoy_L015100,decoy,development_train,-7.398,-7.425,-7.546,-6.638,-7.525,-6.67,-7.403,-7.307,-7.031,-6.759,-7.269,-7.426
EGFR_decoy_L029643,decoy,development_train,-7.592,-7.689,-8.191,-6.836,-7.741,-6.945,-8.072,-7.79,-7.674,-6.454,-7.973,-7.88
EGFR_decoy_L000415,decoy,development_train,-7.953,-8.622,-8.803,-7.735,-8.251,-8.15,-9.239,-8.634,-8.633,-8.07,-9.147,-8.584
EGFR_decoy_L034833,decoy,development_train,-9.275,-9.36,-9.378,-8.114,-9.067,-8.225,-10.235,-9.666,-9.749,-8.632,-10.01,-9.399
EGFR_decoy_L024473,decoy,development_train,-9.256,-9.272,-10.266,-8.915,-10.686,-8.483,-9.959,-10.032,-10.602,-8.831,-10.683,-9.99
EGFR_decoy_L033611,decoy,development_train,-9.585,-9.975,-10.204,-8.749,-9.942,-8.637,-8.908,-10.565,-10.039,-8.979,-9.467,-10.152
EGFR_decoy_L033628,decoy,development_train,-8.627,-9.409,-9.448,-8.594,-9.52,-8.335,-10.018,-9.436,-8.727,-8.677,-9.625,-9.51
EGFR_decoy_L002769,decoy,development_train,-8.59,-8.107,-8.727,-7.861,-8.667,-8.37,-8.845,-9.218,-8.662,-7.867,-9.212,-9.072
EGFR_decoy_L004264,decoy,development_train,-8.359,-8.431,-8.54,-7.63,-7.708,-7.948,-8.657,-8.926,-8.249,-7.963,-8.558,-8.9
EGFR_decoy_L029148,decoy,development_train,-8.996,-9.781,-9.725,-8.797,-9.08,-8.691,-10.281,-9.499,-9.179,-8.473,-10.193,-9.997
EGFR_decoy_L029716,decoy,development_train,-8.186,-8.484,-9.186,-7.845,-9.152,-7.922,-10.652,-8.416,-10.794,-8.707,-10.598,-8.76
EGFR_decoy_L014286,decoy,development_train,-8.793,-8.393,-8.428,-8.692,-8.51,-7.907,-10.076,-8.354,-9.976,-7.799,-9.991,-7.987
EGFR_decoy_L021362,decoy,development_train,-8.148,-8.31,-8.58,-7.838,-8.86,-8.116,-9.33,-8.347,-8.868,-7.678,-9.963,-8.449
EGFR_decoy_L021363,decoy,development_train,-7.793,-8.304,-8.556,-8.012,-8.31,-8.08,-9.131,-8.384,-8.968,-7.033,-9.598,-8.657
EGFR_decoy_L032345,decoy,development_train,-8.0,-7.9,-8.457,-7.373,-8.429,-7.244,-9.736,-8.298,-9.485,-7.995,-8.844,-8.63
EGFR_decoy_L012169,decoy,development_train,-10.395,-10.507,-10.764,-10.091,-10.565,-9.761,-11.645,-10.834,-10.217,-9.819,-11.588,-10.78
EGFR_decoy_L029233,decoy,development_train,-10.161,-9.195,-11.235,-9.95,-10.499,-9.345,-11.514,-10.281,-11.335,-9.358,-11.319,-10.382
EGFR_decoy_L009122,decoy,development_train,-8.129,-8.35,-8.154,-7.866,-10.172,-8.044,-8.933,-8.185,-8.597,-7.723,-8.711,-8.186
EGFR_decoy_L034001,decoy,development_train,-8.091,-8.28,-8.43,-7.336,-9.019,-7.542,-7.943,-8.713,-8.307,-8.303,-8.048,-8.504
EGFR_decoy_L023401,decoy,development_train,-8.327,-8.48,-7.857,-7.909,-7.794,-8.6,-8.148,-7.997,-8.568,-7.604,-7.637,-7.711
EGFR_decoy_L019958,decoy,development_train,-8.061,-9.04,-8.759,-8.149,-8.463,-8.296,-9.386,-9.033,-9.565,-7.612,-9.089,-8.687
EGFR_decoy_L024433,decoy,development_train,-9.062,-8.658,-9.994,-9.169,-10.415,-8.732,-10.697,-9.89,-10.503,-8.678,-11.458,-10.123
EGFR_decoy_L034775,decoy,development_train,-9.541,-9.36,-9.443,-8.652,-10.554,-8.948,-10.78,-9.884,-10.549,-8.831,-11.181,-9.134
EGFR_decoy_L029138,decoy,development_train,-9.77,-9.658,-10.267,-9.238,-9.717,-9.335,-9.735,-10.269,-9.744,-8.757,-10.478,-10.344
EGFR_decoy_L011878,decoy,development_train,-9.771,-9.853,-9.753,-9.168,-8.921,-9.171,-10.199,-10.396,-9.887,-8.871,-9.585,-9.915
EGFR_decoy_L004740,decoy,development_train,-8.883,-8.926,-9.86,-8.696,-9.424,-8.561,-10.366,-9.402,-10.402,-8.769,-10.821,-9.163
EGFR_decoy_L000461,decoy,development_train,-10.522,-10.019,-10.116,-9.177,-9.749,-9.576,-9.939,-11.99,-10.853,-9.929,-9.749,-12.29
EGFR_decoy_L028951,decoy,development_train,-9.104,-8.491,-8.69,-8.565,-8.924,-8.537,-9.027,-9.596,-9.844,-9.086,-8.824,-9.713
EGFR_decoy_L028952,decoy,development_train,-10.606,-9.076,-11.148,-8.898,-9.399,-9.354,-9.53,-11.823,-10.562,-9.481,-10.28,-11.969
EGFR_decoy_L005037,decoy,development_train,-8.545,-8.702,-9.344,-7.866,-9.252,-7.306,-8.945,-9.339,-9.072,-7.894,-9.132,-9.372
EGFR_decoy_L024432,decoy,development_train,-8.516,-8.684,-8.756,-7.238,-8.672,-7.622,-9.297,-9.265,-9.39,-8.632,-8.99,-9.296
EGFR_decoy_L026220,decoy,development_train,-8.636,-8.596,-9.001,-7.227,-8.636,-7.918,-8.957,-8.747,-8.661,-7.946,-8.589,-8.931
EGFR_decoy_L034787,decoy,development_train,-8.685,-8.652,-9.319,-8.547,-9.188,-8.77,-9.053,-9.212,-8.468,-8.756,-9.238,-9.218
EGFR_decoy_L023493,decoy,development_train,-8.316,-8.216,-8.664,-7.358,-8.273,-7.252,-8.484,-8.682,-7.954,-7.063,-8.605,-8.64
EGFR_decoy_L019809,decoy,development_train,-8.868,-8.557,-8.887,-8.373,-9.384,-8.386,-10.629,-8.922,-10.49,-8.182,-10.81,-8.626
EGFR_decoy_L012923,decoy,development_train,-9.815,-10.156,-11.051,-8.989,-11.107,-10.175,-10.823,-11.179,-10.351,-9.849,-10.501,-11.46
EGFR_decoy_L010043,decoy,development_train,-7.244,-7.594,-7.702,-7.419,-7.943,-7.509,-7.654,-7.926,-7.444,-6.956,-7.622,-8.091
EGFR_decoy_L027201,decoy,development_train,-8.871,-8.857,-9.067,-8.565,-10.11,-9.089,-10.16,-9.187,-10.154,-8.462,-10.756,-9.095
EGFR_decoy_L010926,decoy,development_train,-8.335,-8.263,-8.881,-7.962,-9.208,-8.14,-8.696,-8.899,-8.762,-8.176,-8.904,-9.169
EGFR_decoy_L021480,decoy,development_train,-8.471,-8.122,-8.686,-7.615,-8.455,-7.539,-8.38,-9.173,-8.525,-7.492,-8.541,-8.958
EGFR_decoy_L005399,decoy,development_train,-8.991,-9.041,-10.079,-8.485,-10.397,-8.426,-10.28,-9.723,-10.069,-9.119,-10.354,-10.148
EGFR_decoy_L003296,decoy,development_train,-8.873,-8.748,-9.388,-8.313,-8.838,-7.889,-9.685,-8.946,-8.92,-8.144,-9.655,-9.572
EGFR_decoy_L014997,decoy,development_train,-7.991,-8.131,-9.554,-7.851,-9.201,-7.619,-9.259,-9.399,-8.618,-8.331,-9.437,-9.53
EGFR_decoy_L006394,decoy,development_train,-7.82,-7.75,-8.226,-7.882,-7.945,-6.826,-8.418,-8.921,-8.11,-7.71,-8.362,-8.471
EGFR_decoy_L006440,decoy,development_train,-8.028,-7.714,-7.915,-7.563,-8.26,-6.982,-9.224,-8.585,-9.166,-7.605,-8.272,-8.091
EGFR_decoy_L025979,decoy,development_train,-9.071,-9.538,-9.733,-8.26,-9.942,-8.147,-10.195,-10.064,-10.34,-8.077,-10.24,-9.544
EGFR_decoy_L009248,decoy,development_train,-8.54,-8.436,-10.109,-8.183,-10.076,-7.969,-10.112,-9.74,-9.58,-8.727,-9.75,-10.25
EGFR_decoy_L009915,decoy,development_train,-7.578,-7.723,-7.976,-7.347,-8.731,-6.971,-9.183,-7.962,-8.79,-7.845,-9.13,-7.874
EGFR_decoy_L012484,decoy,development_train,-7.71,-7.506,-8.116,-7.094,-8.201,-6.881,-8.585,-8.459,-8.841,-6.932,-9.05,-8.119
EGFR_decoy_L013801,decoy,development_train,-7.838,-7.958,-7.769,-6.748,-7.462,-7.062,-7.54,-8.005,-7.503,-7.053,-7.743,-8.029
EGFR_decoy_L021697,decoy,development_train,-8.272,-9.012,-9.5,-8.516,-9.203,-7.467,-9.748,-9.097,-9.401,-7.924,-9.926,-9.469
EGFR_decoy_L008748,decoy,development_train,-8.847,-9.112,-9.672,-8.423,-9.387,-8.023,-10.25,-9.576,-9.802,-8.352,-10.156,-9.826
EGFR_decoy_L034396,decoy,development_train,-8.354,-8.178,-8.901,-8.07,-9.422,-7.4,-10.007,-8.892,-9.639,-8.189,-9.633,-8.64
EGFR_decoy_L021870,decoy,development_train,-7.013,-6.696,-7.459,-6.961,-6.915,-6.813,-7.281,-7.375,-7.276,-6.379,-7.221,-7.574
EGFR_decoy_L009263,decoy,development_train,-9.281,-9.193,-9.819,-9.079,-10.153,-9.015,-11.274,-9.838,-10.411,-9.115,-10.624,-9.938
EGFR_decoy_L028666,decoy,development_train,-8.618,-8.817,-9.965,-8.341,-9.197,-8.372,-10.313,-9.323,-9.496,-8.601,-10.277,-9.687
EGFR_decoy_L009667,decoy,development_train,-9.143,-9.843,-10.08,-8.634,-8.796,-8.424,-9.334,-10.296,-8.804,-8.229,-9.023,-10.255
EGFR_decoy_L016177,decoy,development_train,-8.431,-8.968,-9.623,-8.035,-9.721,-7.997,-9.938,-9.287,-9.814,-8.763,-9.704,-9.618
EGFR_decoy_L025566,decoy,development_train,-8.67,-9.235,-9.099,-8.165,-10.091,-7.827,-9.126,-9.406,-8.614,-8.765,-9.194,-9.093
EGFR_decoy_L027326,decoy,development_train,-7.672,-7.832,-8.369,-7.549,-8.441,-7.523,-8.896,-8.505,-8.662,-7.662,-8.821,-8.277
EGFR_decoy_L021887,decoy,development_train,-6.835,-7.339,-6.646,-6.771,-6.466,-6.542,-6.273,-7.375,-6.46,-5.892,-6.594,-6.58
EGFR_decoy_L033038,decoy,development_train,-7.605,-7.589,-7.854,-6.747,-7.756,-6.671,-7.704,-8.248,-7.678,-6.843,-7.475,-7.925
EGFR_decoy_L029110,decoy,development_train,-8.689,-9.384,-9.562,-8.672,-8.502,-7.854,-9.066,-9.823,-8.842,-8.27,-8.965,-9.785
EGFR_decoy_L006773,decoy,development_train,-9.851,-9.081,-9.434,-9.108,-8.692,-8.291,-9.827,-10.56,-10.135,-9.239,-10.076,-9.439
EGFR_decoy_L025355,decoy,development_train,-9.578,-10.487,-10.897,-8.638,-10.414,-8.661,-11.009,-9.761,-10.74,-9.144,-11.043,-9.972
EGFR_decoy_L023976,decoy,development_train,-8.175,-8.516,-8.81,-7.59,-9.353,-7.54,-9.327,-9.137,-9.232,-8.01,-9.502,-9.146
EGFR_decoy_L014987,decoy,development_train,-6.655,-7.13,-6.693,-6.951,-6.628,-6.677,-7.642,-7.048,-7.022,-6.472,-7.914,-6.636
EGFR_decoy_L014862,decoy,development_train,-8.143,-8.278,-9.69,-7.895,-9.741,-7.589,-9.544,-9.3,-9.683,-7.969,-9.936,-9.48
EGFR_decoy_L016824,decoy,development_train,-8.192,-8.382,-8.699,-8.116,-8.982,-7.858,-8.96,-9.06,-9.055,-7.907,-9.454,-9.158
EGFR_decoy_L016848,decoy,development_train,-8.23,-8.257,-8.939,-7.809,-9.15,-7.647,-9.615,-9.076,-9.372,-8.659,-9.449,-9.41
EGFR_decoy_L010782,decoy,development_train,-3.886,-4.023,-4.181,-4.046,-4.428,-3.894,-4.433,-4.057,-4.366,-4.284,-4.555,-4.144
EGFR_decoy_L014283,decoy,development_train,-8.913,-8.771,-9.312,-9.518,-8.968,-8.713,-10.467,-9.798,-9.389,-8.532,-9.606,-9.96
EGFR_decoy_L014284,decoy,development_train,-10.087,-9.586,-10.322,-9.771,-9.927,-7.872,-9.35,-9.887,-9.593,-8.807,-9.179,-10.281
EGFR_decoy_L015036,decoy,development_train,-8.749,-8.939,-10.269,-8.621,-8.274,-9.069,-8.878,-10.171,-8.158,-8.705,-8.017,-10.159
EGFR_decoy_L021053,decoy,development_train,-10.894,-10.689,-11.884,-10.678,-9.988,-8.743,-10.351,-12.183,-9.688,-8.838,-9.982,-12.286
EGFR_decoy_L032910,decoy,development_train,-8.429,-8.812,-9.813,-7.83,-9.264,-7.924,-8.539,-9.64,-8.747,-7.962,-8.582,-9.646
EGFR_decoy_L032931,decoy,development_train,-8.069,-8.98,-9.238,-7.712,-9.009,-7.856,-8.67,-9.019,-8.74,-7.877,-8.747,-9.259
EGFR_decoy_L004241,decoy,development_train,-7.948,-7.976,-7.438,-8.027,-8.086,-7.187,-7.64,-8.229,-8.035,-7.582,-8.387,-7.835
EGFR_decoy_L023434,decoy,development_train,-8.065,-6.849,-8.151,-7.055,-7.381,-6.899,-7.976,-8.118,-7.937,-6.569,-7.022,-7.696
EGFR_decoy_L004076,decoy,development_train,-8.801,-8.69,-9.326,-8.301,-8.964,-7.889,-10.079,-9.777,-9.811,-8.642,-9.552,-9.671
EGFR_decoy_L025702,decoy,development_train,-8.907,-9.248,-9.924,-8.516,-9.556,-8.356,-9.461,-9.901,-9.164,-7.961,-9.616,-10.118
EGFR_decoy_L005118,decoy,development_train,-8.238,-8.459,-9.322,-7.668,-9.665,-8.721,-9.816,-9.056,-9.741,-7.864,-9.902,-9.447
EGFR_decoy_L001514,decoy,development_train,-8.241,-7.995,-9.024,-8.212,-7.869,-7.862,-9.537,-9.052,-9.066,-8.636,-8.658,-8.829
EGFR_decoy_L020585,decoy,development_train,-8.617,-8.33,-9.73,-8.68,-9.913,-7.35,-9.561,-9.529,-9.983,-7.735,-9.878,-9.786
EGFR_decoy_L032648,decoy,development_train,-7.905,-7.932,-8.876,-8.025,-9.116,-7.91,-9.732,-8.758,-9.338,-8.497,-9.861,-8.982
