ligand_id,label,selection_role,FA10_3KL6_reference,FA10_1LPK_aligned,FA10_1KSN_aligned,FA10_2WYJ_aligned,FA10_2PHB_aligned,FA10_1EZQ_aligned,FA10_5K0H_aligned,FA10_4A7I_aligned,FA10_2W3K_aligned,FA10_1NFU_aligned,FA10_1F0R_aligned,FA10_2Y81_aligned,FA10_1LPZ_aligned
FA10_decoy_L026474,decoy,development_train,-10.994,-10.297,-10.149,-11.086,-10.479,-10.08,-10.761,-10.64,-10.73,-10.092,-9.835,-10.849,-10.508
FA10_decoy_L008514,decoy,development_train,-10.372,-9.361,-9.639,-10.67,-10.174,-9.865,-9.732,-9.566,-10.582,-10.072,-10.079,-10.292,-9.615
FA10_decoy_L008515,decoy,development_train,-9.738,-9.357,-9.86,-9.808,-9.741,-9.907,-9.039,-9.749,-10.039,-9.685,-9.623,-9.696,-9.434
FA10_decoy_L018310,decoy,development_train,-10.306,-9.206,-10.108,-10.434,-10.11,-9.187,-10.35,-9.178,-10.022,-10.229,-9.48,-10.408,-9.168
FA10_decoy_L008503,decoy,development_train,-9.717,-7.802,-8.545,-9.944,-9.838,-8.298,-9.153,-7.49,-9.813,-9.257,-8.515,-10.015,-8.034
FA10_decoy_L008508,decoy,development_train,-7.967,-8.296,-7.774,-8.768,-7.644,-8.459,-8.288,-7.094,-7.843,-8.496,-8.489,-8.208,-8.101
FA10_decoy_L014140,decoy,development_train,-10.163,-9.907,-9.432,-9.629,-10.531,-9.186,-9.593,-9.569,-10.013,-9.327,-9.395,-9.724,-9.967
FA10_decoy_L007872,decoy,development_train,-8.555,-7.91,-8.351,-8.159,-8.701,-8.402,-8.631,-8.658,-7.662,-8.518,-8.574,-8.262,-8.352
FA10_decoy_L009544,decoy,development_train,-9.393,-9.406,-9.471,-9.809,-9.795,-9.472,-9.173,-9.381,-9.395,-9.635,-9.266,-9.356,-9.607
FA10_decoy_L000105,decoy,development_train,-7.425,-6.959,-7.332,-7.03,-7.365,-7.267,-7.441,-6.962,-7.057,-6.874,-7.095,-7.298,-6.862
FA10_decoy_L000106,decoy,development_train,-7.581,-6.83,-7.121,-6.981,-7.001,-6.854,-7.462,-7.041,-7.376,-6.861,-7.072,-7.115,-7.072
FA10_decoy_L000121,decoy,development_train,-7.498,-6.717,-6.779,-7.161,-7.145,-6.727,-7.001,-6.653,-7.036,-6.691,-6.917,-7.258,-6.804
FA10_decoy_L000136,decoy,development_train,-6.915,-6.453,-6.484,-6.115,-6.638,-6.206,-6.424,-6.277,-6.458,-6.119,-6.75,-6.788,-6.555
FA10_decoy_L026691,decoy,development_train,-10.069,-8.367,-10.413,-9.191,-9.135,-11.018,-9.816,-8.97,-9.112,-9.789,-10.013,-9.6,-9.422
FA10_decoy_L025146,decoy,development_train,-8.035,-7.804,-8.614,-8.516,-7.858,-8.253,-8.059,-7.873,-8.527,-8.032,-8.321,-8.552,-7.975
FA10_decoy_L015372,decoy,development_train,-8.992,-8.139,-8.901,-8.965,-8.654,-8.483,-9.045,-8.189,-8.575,-8.295,-8.638,-9.208,-8.89
FA10_decoy_L017141,decoy,development_train,-10.848,-9.737,-9.919,-10.938,-10.803,-10.326,-9.663,-9.246,-10.528,-10.102,-10.496,-10.878,-8.253
FA10_decoy_L007375,decoy,development_train,-8.711,-8.18,-8.444,-8.143,-8.798,-8.804,-8.437,-8.226,-8.09,-7.806,-8.313,-8.349,-8.327
FA10_decoy_L022368,decoy,development_train,-8.554,-8.56,-8.927,-8.747,-8.684,-8.537,-8.882,-8.741,-8.633,-8.886,-8.595,-8.603,-8.41
FA10_decoy_L018559,decoy,development_train,-8.344,-7.717,-8.288,-8.546,-8.563,-8.425,-8.711,-8.397,-8.299,-8.404,-7.98,-8.826,-7.654
FA10_decoy_L024897,decoy,development_train,-8.618,-8.867,-8.509,-8.466,-8.576,-8.25,-8.828,-9.036,-8.869,-8.391,-8.292,-8.359,-7.335
FA10_decoy_L024944,decoy,development_train,-8.416,-8.472,-8.115,-9.092,-8.447,-7.739,-8.743,-9.137,-8.24,-9.065,-7.611,-8.968,-7.398
FA10_decoy_L024947,decoy,development_train,-9.375,-9.274,-8.662,-8.997,-9.644,-8.627,-9.265,-9.489,-9.312,-8.95,-8.414,-8.902,-9.665
FA10_decoy_L025143,decoy,development_train,-8.919,-6.708,-8.448,-8.494,-8.73,-8.502,-8.288,-7.918,-8.961,-8.648,-7.999,-7.798,-7.716
FA10_decoy_L025144,decoy,development_train,-8.721,-6.972,-8.245,-8.839,-8.723,-8.398,-8.402,-6.787,-8.416,-9.126,-8.301,-8.812,-9.061
FA10_decoy_L019657,decoy,development_train,-8.524,-8.508,-8.212,-8.5,-8.573,-8.02,-8.263,-8.204,-8.141,-6.888,-8.234,-6.941,-7.34
FA10_decoy_L028187,decoy,development_train,-8.097,-7.366,-8.181,-8.419,-8.204,-7.904,-8.083,-7.187,-8.064,-7.781,-8.246,-8.15,-7.41
FA10_decoy_L008470,decoy,development_train,-7.798,-7.231,-7.313,-7.659,-7.902,-7.69,-7.334,-7.747,-7.202,-7.934,-7.261,-8.029,-7.614
FA10_decoy_L008471,decoy,development_train,-7.46,-7.282,-7.483,-7.005,-7.546,-7.413,-7.223,-7.616,-7.906,-7.371,-7.145,-7.171,-7.006
FA10_decoy_L008472,decoy,development_train,-7.632,-7.398,-7.757,-7.679,-7.189,-7.613,-7.682,-6.958,-7.155,-7.588,-7.689,-7.496,-7.185
FA10_decoy_L008473,decoy,development_train,-6.947,-7.274,-7.368,-7.869,-7.3,-6.994,-7.028,-6.466,-7.093,-6.977,-7.152,-7.298,-6.966
FA10_decoy_L008483,decoy,development_train,-7.46,-7.316,-7.483,-7.665,-7.68,-7.765,-7.363,-7.038,-7.442,-7.384,-7.366,-7.712,-7.501
FA10_decoy_L012889,decoy,development_train,-7.112,-7.184,-7.264,-7.924,-7.749,-6.459,-7.378,-7.371,-7.814,-7.552,-7.489,-7.139,-7.47
FA10_decoy_L012892,decoy,development_train,-6.94,-7.627,-7.353,-7.281,-7.189,-7.178,-7.396,-7.325,-7.7,-7.436,-7.356,-7.123,-7.547
FA10_decoy_L004167,decoy,development_train,-10.558,-10.044,-10.443,-10.232,-10.671,-10.524,-10.509,-9.65,-10.963,-10.254,-10.553,-10.212,-9.91
FA10_decoy_L016728,decoy,development_train,-8.945,-8.759,-9.125,-9.685,-8.9,-8.683,-9.564,-8.706,-8.928,-9.141,-8.778,-9.601,-9.364
FA10_decoy_L021368,decoy,development_train,-9.698,-9.331,-9.29,-9.647,-9.439,-9.111,-9.977,-8.151,-9.496,-9.428,-8.968,-9.304,-9.342
FA10_decoy_L005145,decoy,development_train,-9.327,-9.235,-8.436,-9.652,-8.788,-8.607,-9.244,-9.802,-9.735,-9.314,-8.999,-9.396,-9.384
FA10_decoy_L012175,decoy,development_train,-8.953,-8.305,-9.37,-8.513,-8.993,-9.514,-8.8,-8.639,-9.06,-9.036,-9.602,-8.954,-8.342
FA10_decoy_L012076,decoy,development_train,-7.742,-6.894,-7.741,-7.509,-7.903,-7.202,-7.45,-7.809,-7.708,-7.142,-7.127,-7.198,-7.376
FA10_decoy_L021519,decoy,development_train,-9.23,-9.557,-9.728,-9.418,-9.931,-9.381,-9.638,-8.958,-9.548,-9.792,-9.809,-9.445,-9.818
FA10_decoy_L000753,decoy,development_train,-9.605,-8.781,-9.224,-8.904,-9.734,-9.196,-9.583,-8.515,-10.153,-9.641,-9.652,-9.0,-9.011
FA10_decoy_L000754,decoy,development_train,-9.855,-8.962,-9.671,-9.262,-10.147,-9.394,-9.444,-8.576,-9.618,-9.439,-9.376,-9.674,-9.266
FA10_decoy_L000755,decoy,development_train,-9.098,-8.751,-9.342,-9.709,-9.712,-9.159,-9.394,-9.301,-9.583,-8.91,-9.476,-9.155,-8.766
FA10_decoy_L004292,decoy,development_train,-10.312,-9.07,-10.201,-9.528,-10.82,-9.576,-10.217,-8.438,-10.929,-10.282,-9.633,-9.857,-9.681
FA10_decoy_L004295,decoy,development_train,-10.03,-8.155,-9.874,-9.661,-9.935,-9.756,-10.076,-8.752,-9.948,-9.79,-9.662,-9.925,-9.051
FA10_decoy_L004296,decoy,development_train,-8.874,-8.855,-10.315,-9.935,-9.713,-10.139,-9.752,-8.666,-9.921,-9.897,-9.736,-9.732,-8.921
FA10_decoy_L004297,decoy,development_train,-10.404,-9.951,-9.701,-9.848,-10.451,-10.019,-10.066,-9.169,-10.588,-9.963,-10.281,-10.465,-9.165
FA10_decoy_L004298,decoy,development_train,-9.507,-8.987,-9.728,-9.941,-9.939,-9.401,-9.657,-9.097,-10.24,-9.641,-9.618,-10.048,-8.8
FA10_decoy_L004395,decoy,development_train,-9.632,-8.913,-9.651,-9.386,-9.903,-9.606,-9.497,-8.577,-9.625,-9.431,-9.714,-10.058,-9.482
FA10_decoy_L004396,decoy,development_train,-9.971,-8.906,-9.312,-9.53,-10.362,-9.454,-9.801,-8.2,-10.614,-9.311,-10.013,-9.956,-9.183
FA10_decoy_L004397,decoy,development_train,-10.308,-8.8,-9.425,-9.595,-9.987,-9.304,-9.809,-8.978,-10.332,-9.987,-9.595,-9.649,-8.491
FA10_decoy_L004400,decoy,development_train,-9.849,-8.578,-9.078,-9.131,-9.563,-9.629,-9.301,-8.666,-9.008,-8.972,-9.152,-10.045,-9.215
FA10_decoy_L004401,decoy,development_train,-8.99,-8.617,-9.816,-9.768,-9.95,-9.649,-10.612,-8.58,-9.859,-10.073,-9.924,-10.18,-8.917
FA10_decoy_L004402,decoy,development_train,-9.767,-8.927,-10.673,-10.368,-10.185,-9.291,-9.639,-8.646,-9.165,-10.127,-10.104,-9.926,-8.878
FA10_decoy_L023952,decoy,development_train,-9.869,-9.13,-9.639,-9.238,-10.164,-9.952,-9.64,-8.777,-9.924,-9.785,-10.105,-9.471,-9.366
FA10_decoy_L023953,decoy,development_train,-9.886,-8.997,-10.27,-10.286,-10.378,-10.205,-10.046,-8.561,-10.174,-10.198,-9.459,-10.203,-8.99
FA10_decoy_L023954,decoy,development_train,-9.68,-9.229,-10.088,-9.808,-9.624,-10.091,-9.504,-8.117,-9.464,-9.611,-9.477,-9.148,-8.85
FA10_decoy_L023955,decoy,development_train,-10.066,-8.641,-10.087,-10.408,-10.389,-9.904,-10.057,-8.622,-9.701,-9.896,-9.829,-10.054,-9.426
FA10_decoy_L026022,decoy,development_train,-9.333,-9.246,-9.129,-9.361,-10.461,-9.089,-9.603,-8.185,-9.758,-9.234,-9.502,-9.922,-9.339
FA10_decoy_L026023,decoy,development_train,-8.883,-8.046,-10.018,-9.351,-9.62,-9.826,-9.863,-8.129,-8.647,-9.739,-9.341,-9.337,-8.142
FA10_decoy_L026024,decoy,development_train,-9.631,-8.599,-8.984,-9.24,-9.597,-9.33,-9.269,-8.037,-9.196,-9.674,-9.084,-9.272,-9.425
FA10_decoy_L020614,decoy,development_train,-8.515,-7.756,-8.063,-8.032,-8.435,-8.738,-8.533,-7.857,-8.065,-8.457,-8.448,-7.903,-8.511
FA10_decoy_L019281,decoy,development_train,-8.121,-7.085,-9.63,-8.503,-8.84,-9.051,-8.795,-6.947,-7.993,-8.497,-9.153,-8.659,-8.181
FA10_decoy_L001413,decoy,development_train,-8.617,-8.101,-8.276,-9.193,-8.568,-8.192,-8.63,-8.113,-8.709,-9.563,-8.112,-9.253,-8.132
FA10_decoy_L006171,decoy,development_train,-10.022,-10.169,-9.706,-10.365,-9.991,-9.824,-9.878,-9.403,-10.083,-9.989,-10.021,-9.919,-10.408
FA10_decoy_L006721,decoy,development_train,-10.008,-8.523,-8.811,-8.806,-10.115,-8.666,-9.468,-9.637,-8.764,-8.663,-8.44,-8.722,-8.633
FA10_decoy_L017135,decoy,development_train,-8.462,-8.863,-7.808,-8.265,-8.69,-7.845,-8.407,-8.72,-8.788,-8.727,-7.717,-7.916,-8.466
FA10_decoy_L006520,decoy,development_train,-9.924,-9.023,-9.5,-10.034,-10.092,-9.519,-9.418,-8.339,-9.788,-10.704,-9.868,-10.701,-9.596
FA10_decoy_L019967,decoy,development_train,-8.008,-8.108,-8.047,-8.143,-7.888,-7.984,-8.044,-7.866,-8.202,-7.895,-7.937,-7.833,-8.066
FA10_decoy_L004704,decoy,development_train,-9.294,-9.589,-8.878,-9.846,-9.477,-8.969,-9.57,-8.858,-9.34,-8.776,-8.891,-9.934,-9.702
FA10_decoy_L002959,decoy,development_train,-9.318,-8.128,-9.549,-9.406,-9.828,-8.98,-9.754,-11.015,-9.337,-9.897,-9.019,-9.192,-8.307
FA10_decoy_L000764,decoy,development_train,-9.583,-7.505,-9.867,-7.908,-10.29,-9.822,-10.057,-7.335,-10.147,-9.601,-9.593,-9.106,-8.109
FA10_decoy_L001949,decoy,development_train,-10.375,-9.427,-10.259,-9.775,-10.143,-9.395,-9.694,-9.481,-10.445,-9.576,-9.712,-10.186,-9.337
FA10_decoy_L001952,decoy,development_train,-8.443,-7.229,-9.259,-8.969,-9.655,-9.833,-9.156,-6.972,-9.363,-9.076,-9.283,-9.588,-7.771
FA10_decoy_L003078,decoy,development_train,-10.415,-7.726,-10.039,-9.958,-9.582,-9.479,-9.285,-9.57,-10.664,-10.543,-9.796,-9.465,-8.215
FA10_decoy_L004283,decoy,development_train,-10.342,-9.481,-9.563,-9.81,-10.163,-9.56,-9.69,-9.903,-10.355,-10.429,-9.991,-9.5,-8.392
FA10_decoy_L004312,decoy,development_train,-9.442,-9.764,-9.745,-8.94,-9.553,-9.267,-9.937,-8.779,-9.742,-9.643,-9.263,-9.397,-8.564
FA10_decoy_L015405,decoy,development_train,-10.409,-8.946,-9.757,-8.338,-10.503,-9.723,-9.591,-7.949,-8.836,-10.738,-9.024,-8.021,-8.263
FA10_decoy_L023791,decoy,development_train,-9.742,-8.502,-9.483,-9.247,-8.97,-10.451,-9.189,-9.154,-10.002,-9.706,-9.601,-9.715,-8.671
FA10_decoy_L023808,decoy,development_train,-9.571,-7.66,-9.899,-7.639,-10.066,-10.586,-9.784,-7.371,-10.809,-9.836,-10.268,-8.883,-8.489
FA10_decoy_L024140,decoy,development_train,-9.859,-9.173,-9.67,-9.032,-9.491,-9.114,-9.479,-9.666,-10.04,-9.937,-9.299,-9.364,-7.877
FA10_decoy_L026127,decoy,development_train,-10.321,-8.698,-9.833,-9.893,-10.128,-9.251,-9.681,-9.573,-9.952,-10.352,-9.776,-9.978,-8.905
FA10_decoy_L026129,decoy,development_train,-10.172,-7.972,-9.478,-8.923,-9.629,-9.616,-9.483,-9.526,-9.511,-10.094,-9.727,-10.467,-8.155
FA10_decoy_L009611,decoy,development_train,-10.455,-8.889,-8.559,-10.704,-10.395,-9.018,-10.035,-9.362,-10.707,-10.102,-9.205,-10.457,-9.107
FA10_decoy_L018569,decoy,development_train,-10.19,-8.984,-9.623,-9.372,-9.98,-9.546,-9.948,-8.728,-9.841,-9.101,-9.214,-10.188,-9.935
FA10_decoy_L027477,decoy,development_train,-8.138,-8.642,-7.867,-8.263,-7.424,-7.591,-7.798,-7.758,-7.851,-7.931,-7.525,-7.635,-8.38
FA10_decoy_L020174,decoy,development_train,-9.183,-8.85,-8.797,-8.963,-9.49,-8.016,-9.36,-8.817,-9.116,-8.356,-9.08,-9.178,-9.375
FA10_decoy_L021154,decoy,development_train,-8.379,-8.939,-7.761,-9.566,-8.042,-7.186,-6.894,-8.722,-7.603,-7.252,-8.351,-8.959,-8.931
FA10_decoy_L021155,decoy,development_train,-8.296,-9.433,-8.234,-9.757,-8.363,-8.435,-9.297,-9.374,-8.677,-8.606,-8.759,-9.651,-9.244
FA10_decoy_L021043,decoy,development_train,-9.236,-9.577,-8.982,-9.56,-9.085,-8.971,-9.209,-9.084,-8.905,-9.649,-9.136,-10.19,-9.701
FA10_decoy_L018676,decoy,development_train,-8.591,-8.142,-8.456,-8.501,-8.302,-8.106,-8.082,-7.758,-7.978,-8.103,-8.198,-8.13,-8.33
FA10_decoy_L027407,decoy,development_train,-7.246,-6.642,-7.159,-7.419,-7.44,-7.02,-6.541,-7.525,-7.18,-7.146,-6.643,-7.426,-7.045
FA10_decoy_L027499,decoy,development_train,-9.394,-8.312,-9.29,-9.321,-9.567,-9.31,-9.272,-8.745,-9.35,-9.456,-9.405,-9.379,-8.038
FA10_decoy_L013808,decoy,development_train,-9.661,-9.585,-9.405,-9.507,-9.937,-9.271,-9.73,-9.631,-9.377,-8.642,-9.341,-9.533,-9.326
FA10_decoy_L001895,decoy,development_train,-9.253,-8.882,-8.451,-8.309,-9.784,-8.445,-8.832,-8.711,-8.207,-8.695,-8.471,-8.539,-8.756
FA10_decoy_L001896,decoy,development_train,-8.431,-8.422,-8.784,-8.831,-8.777,-8.351,-8.965,-7.911,-9.024,-8.607,-9.43,-8.262,-8.308
FA10_decoy_L021665,decoy,development_train,-8.443,-8.338,-7.279,-9.462,-8.698,-8.197,-8.296,-8.292,-8.255,-8.538,-9.251,-8.742,-8.323
FA10_decoy_L004136,decoy,development_train,-10.177,-8.944,-11.855,-10.376,-10.729,-11.521,-10.665,-9.187,-9.579,-11.004,-11.421,-10.62,-9.045
FA10_decoy_L028211,decoy,development_train,-9.124,-8.575,-9.117,-9.109,-9.406,-8.973,-8.707,-8.741,-9.688,-8.91,-8.757,-9.154,-8.574
FA10_decoy_L027918,decoy,development_train,-9.071,-8.367,-8.576,-9.489,-9.249,-8.492,-9.013,-9.327,-8.91,-8.673,-8.509,-9.248,-8.743
FA10_decoy_L027919,decoy,development_train,-9.809,-8.697,-9.594,-10.046,-10.254,-9.752,-8.847,-8.958,-8.656,-8.764,-9.481,-9.405,-8.927
FA10_decoy_L025342,decoy,development_train,-8.758,-8.869,-8.975,-9.639,-8.444,-8.333,-8.194,-8.101,-8.639,-8.767,-8.783,-9.319,-9.202
FA10_decoy_L016849,decoy,development_train,-9.393,-8.471,-8.382,-9.231,-9.596,-8.228,-8.945,-9.568,-9.343,-8.684,-8.295,-9.173,-8.493
FA10_decoy_L003405,decoy,development_train,-8.944,-9.099,-9.194,-9.392,-8.893,-8.735,-8.47,-9.036,-9.135,-9.097,-8.859,-8.651,-8.978
FA10_decoy_L025928,decoy,development_train,-8.544,-7.581,-8.594,-8.493,-9.368,-8.604,-8.986,-8.15,-8.502,-8.225,-8.303,-8.798,-7.275
FA10_decoy_L007269,decoy,development_train,-8.923,-9.056,-7.746,-7.986,-8.385,-7.648,-8.711,-9.364,-8.691,-8.342,-8.281,-8.457,-8.761
FA10_decoy_L007282,decoy,development_train,-8.626,-7.401,-8.011,-8.732,-8.11,-7.816,-9.377,-7.51,-8.039,-7.66,-7.918,-9.017,-7.322
FA10_decoy_L022754,decoy,development_train,-7.067,-7.175,-7.753,-7.139,-6.977,-7.815,-6.955,-7.325,-6.958,-7.152,-7.043,-7.408,-7.109
FA10_decoy_L027391,decoy,development_train,-6.911,-6.878,-7.632,-7.314,-7.546,-7.467,-7.158,-7.062,-7.452,-7.201,-7.366,-7.4,-6.858
